DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1420,Pentamidine,DDInter688,Etelcalcetide,Major
DDInter1420,Pentamidine,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1420,Pentamidine,Moderate
DDInter1420,Pentamidine,DDInter1398,Pasireotide,Major
DDInter825,Glimepiride,DDInter747,Fludrocortisone,Moderate
DDInter825,Glimepiride,DDInter1021,Lanreotide,Moderate
DDInter825,Glimepiride,DDInter1132,Mecasermin rinfabate,Moderate
DDInter825,Glimepiride,DDInter1191,Methylprednisolone,Moderate
DDInter1323,Octreotide,DDInter825,Glimepiride,Moderate
DDInter825,Glimepiride,DDInter1398,Pasireotide,Moderate
DDInter825,Glimepiride,DDInter1513,Prednisolone,Moderate
DDInter825,Glimepiride,DDInter1515,Prednisone,Moderate
DDInter1661,Sermorelin,DDInter825,Glimepiride,Moderate
DDInter825,Glimepiride,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter825,Glimepiride,Moderate
DDInter825,Glimepiride,DDInter1773,Tesamorelin,Moderate
DDInter1800,Thyrotropin alfa,DDInter825,Glimepiride,Moderate
DDInter825,Glimepiride,DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter1164,Metformin,DDInter747,Fludrocortisone,Moderate
DDInter90,Amprenavir,DDInter1514,Prednisolone (ophthalmic),Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter221,Boceprevir,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter714,Fedratinib,Moderate
DDInter764,Flurbiprofen (ophthalmic),DDInter1514,Prednisolone (ophthalmic),Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter777,Fosamprenavir,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter905,Idelalisib,Moderate
DDInter917,Indinavir,DDInter1514,Prednisolone (ophthalmic),Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter995,Itraconazole,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1008,Ketoconazole,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1087,Lonafarnib,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1209,Miconazole,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1274,Nefazodone,Moderate
DDInter1276,Nelfinavir,DDInter1514,Prednisolone (ophthalmic),Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1280,Nepafenac (ophthalmic),Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1494,Posaconazole,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1640,Saquinavir,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter1514,Prednisolone (ophthalmic),DDInter1732,Suprofen (ophthalmic),Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1755,Telaprevir,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1758,Telithromycin,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1882,Troleandomycin,Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1891,Tucatinib,Moderate
DDInter1946,Voriconazole,DDInter1514,Prednisolone (ophthalmic),Moderate
DDInter1514,Prednisolone (ophthalmic),DDInter1949,Voxelotor,Moderate
DDInter1915,Valsartan,DDInter747,Fludrocortisone,Moderate
DDInter1915,Valsartan,DDInter1191,Methylprednisolone,Moderate
DDInter1915,Valsartan,DDInter1515,Prednisone,Moderate
DDInter1533,Promethazine,DDInter1351,Osilodrostat,Moderate
DDInter528,Dextropropoxyphene,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter528,Dextropropoxyphene,Moderate
DDInter528,Dextropropoxyphene,DDInter1398,Pasireotide,Major
DDInter1539,Propranolol,DDInter1513,Prednisolone,Moderate
DDInter1375,Oxytocin,DDInter1716,Succinylcholine,Moderate
DDInter195,Betamethasone,DDInter469,Dalfopristin,Moderate
DDInter469,Dalfopristin,DDInter492,Deflazacort,Major
DDInter513,Dexamethasone,DDInter469,Dalfopristin,Moderate
DDInter469,Dalfopristin,DDInter625,Elagolix,Moderate
DDInter747,Fludrocortisone,DDInter469,Dalfopristin,Moderate
DDInter885,Hydrocortisone,DDInter469,Dalfopristin,Moderate
DDInter1191,Methylprednisolone,DDInter469,Dalfopristin,Moderate
DDInter469,Dalfopristin,DDInter1351,Osilodrostat,Moderate
DDInter1513,Prednisolone,DDInter469,Dalfopristin,Moderate
DDInter1515,Prednisone,DDInter469,Dalfopristin,Moderate
DDInter1855,Triamcinolone,DDInter469,Dalfopristin,Moderate
DDInter1663,Sevelamer,DDInter1394,Paricalcitol,Moderate
DDInter1619,Ropinirole,DDInter1351,Osilodrostat,Moderate
DDInter1596,Riluzole,DDInter1351,Osilodrostat,Moderate
DDInter764,Flurbiprofen (ophthalmic),DDInter1599,Rimexolone (ophthalmic),Moderate
DDInter1599,Rimexolone (ophthalmic),DDInter1280,Nepafenac (ophthalmic),Moderate
DDInter1599,Rimexolone (ophthalmic),DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter1732,Suprofen (ophthalmic),DDInter1599,Rimexolone (ophthalmic),Moderate
DDInter747,Fludrocortisone,DDInter1605,Risperidone,Moderate
DDInter1605,Risperidone,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1605,Risperidone,Moderate
DDInter1605,Risperidone,DDInter1398,Pasireotide,Major
DDInter1605,Risperidone,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1605,Risperidone,Moderate
DDInter747,Fludrocortisone,DDInter1623,Rotavirus vaccine,Major
DDInter1191,Methylprednisolone,DDInter1623,Rotavirus vaccine,Major
DDInter1513,Prednisolone,DDInter1623,Rotavirus vaccine,Major
DDInter1515,Prednisone,DDInter1623,Rotavirus vaccine,Major
DDInter1857,Triamcinolone (ophthalmic),DDInter1623,Rotavirus vaccine,Moderate
DDInter516,Dexamethasone (topical),DDInter1660,Semaglutide,Minor
DDInter747,Fludrocortisone,DDInter1660,Semaglutide,Moderate
DDInter1021,Lanreotide,DDInter1660,Semaglutide,Moderate
DDInter1191,Methylprednisolone,DDInter1660,Semaglutide,Moderate
DDInter1192,Methylprednisolone (topical),DDInter1660,Semaglutide,Minor
DDInter1323,Octreotide,DDInter1660,Semaglutide,Moderate
DDInter1398,Pasireotide,DDInter1660,Semaglutide,Moderate
DDInter1513,Prednisolone,DDInter1660,Semaglutide,Moderate
DDInter1515,Prednisone,DDInter1660,Semaglutide,Moderate
DDInter1661,Sermorelin,DDInter1660,Semaglutide,Moderate
DDInter1700,Somatrem,DDInter1660,Semaglutide,Moderate
DDInter1699,Somatotropin,DDInter1660,Semaglutide,Moderate
DDInter1773,Tesamorelin,DDInter1660,Semaglutide,Moderate
DDInter1800,Thyrotropin alfa,DDInter1660,Semaglutide,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter1660,Semaglutide,Moderate
DDInter1833,Tolvaptan,DDInter1501,Potassium perchlorate,Moderate
DDInter1833,Tolvaptan,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1833,Tolvaptan,Moderate
DDInter516,Dexamethasone (topical),DDInter1679,Sitagliptin,Minor
DDInter1192,Methylprednisolone (topical),DDInter1679,Sitagliptin,Minor
DDInter747,Fludrocortisone,DDInter1452,Phenylbutyric acid,Moderate
DDInter1191,Methylprednisolone,DDInter1452,Phenylbutyric acid,Moderate
DDInter1513,Prednisolone,DDInter1452,Phenylbutyric acid,Moderate
DDInter1515,Prednisone,DDInter1452,Phenylbutyric acid,Moderate
DDInter747,Fludrocortisone,DDInter1830,Tolevamer,Moderate
DDInter1191,Methylprednisolone,DDInter1830,Tolevamer,Moderate
DDInter1513,Prednisolone,DDInter1830,Tolevamer,Moderate
DDInter1515,Prednisone,DDInter1830,Tolevamer,Moderate
DDInter1120,Magnesium sulfate,DDInter747,Fludrocortisone,Moderate
DDInter1120,Magnesium sulfate,DDInter1191,Methylprednisolone,Moderate
DDInter1693,Sodium sulfate,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1693,Sodium sulfate,Moderate
DDInter1120,Magnesium sulfate,DDInter1394,Paricalcitol,Moderate
DDInter1398,Pasireotide,DDInter1693,Sodium sulfate,Moderate
DDInter1120,Magnesium sulfate,DDInter1513,Prednisolone,Moderate
DDInter1515,Prednisone,DDInter1120,Magnesium sulfate,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter1120,Magnesium sulfate,Moderate
DDInter513,Dexamethasone,DDInter1924,Velpatasvir,Major
DDInter1700,Somatrem,DDInter1924,Velpatasvir,Moderate
DDInter1699,Somatotropin,DDInter1924,Velpatasvir,Moderate
DDInter1744,Tamoxifen,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1744,Tamoxifen,Moderate
DDInter1744,Tamoxifen,DDInter1398,Pasireotide,Major
DDInter1744,Tamoxifen,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1744,Tamoxifen,Moderate
DDInter1918,Vardenafil,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1918,Vardenafil,Moderate
DDInter1918,Vardenafil,DDInter1398,Pasireotide,Major
DDInter1918,Vardenafil,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1918,Vardenafil,Moderate
DDInter1394,Paricalcitol,DDInter978,Iron sucrose,Moderate
DDInter1718,Sufentanil,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1718,Sufentanil,Moderate
DDInter1724,Sulfamethoxazole,DDInter1351,Osilodrostat,Minor
DDInter1375,Oxytocin,DDInter1724,Sulfamethoxazole,Minor
DDInter1724,Sulfamethoxazole,DDInter1398,Pasireotide,Minor
DDInter1874,Trimethoprim,DDInter1501,Potassium perchlorate,Major
DDInter1266,Naproxen,DDInter1351,Osilodrostat,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter1266,Naproxen,Moderate
DDInter16,Acetohexamide,DDInter1773,Tesamorelin,Moderate
DDInter1773,Tesamorelin,DDInter669,Ertugliflozin,Moderate
DDInter706,Exenatide,DDInter1773,Tesamorelin,Moderate
DDInter826,Glipizide,DDInter1773,Tesamorelin,Moderate
DDInter831,Glyburide,DDInter1773,Tesamorelin,Moderate
DDInter934,Insulin human,DDInter1773,Tesamorelin,Moderate
DDInter929,Insulin aspart (aspart),DDInter1773,Tesamorelin,Moderate
DDInter928,Insulin aspart (aspart protamine),DDInter1773,Tesamorelin,Moderate
DDInter1773,Tesamorelin,DDInter930,Insulin degludec,Moderate
DDInter931,Insulin detemir,DDInter1773,Tesamorelin,Moderate
DDInter932,Insulin glargine,DDInter1773,Tesamorelin,Moderate
DDInter933,Insulin glulisine,DDInter1773,Tesamorelin,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1773,Tesamorelin,Moderate
DDInter936,Insulin human (isophane),DDInter1773,Tesamorelin,Moderate
DDInter940,Insulin lispro,DDInter1773,Tesamorelin,Moderate
DDInter941,Insulin lispro (protamine),DDInter1773,Tesamorelin,Moderate
DDInter937,Insulin human (regular),DDInter1773,Tesamorelin,Moderate
DDInter939,Insulin human (zinc),DDInter1773,Tesamorelin,Moderate
DDInter938,Insulin human (zinc extended),DDInter1773,Tesamorelin,Moderate
DDInter1773,Tesamorelin,DDInter1070,Linagliptin,Moderate
DDInter1077,Liraglutide,DDInter1773,Tesamorelin,Moderate
DDInter1773,Tesamorelin,DDInter1082,Lixisenatide,Moderate
DDInter1773,Tesamorelin,DDInter1110,Macimorelin,Moderate
DDInter1217,Miglitol,DDInter1773,Tesamorelin,Moderate
DDInter1269,Nateglinide,DDInter1773,Tesamorelin,Moderate
DDInter1506,Pramlintide,DDInter1773,Tesamorelin,Moderate
DDInter1581,Repaglinide,DDInter1773,Tesamorelin,Moderate
DDInter1621,Rosiglitazone,DDInter1773,Tesamorelin,Moderate
DDInter1679,Sitagliptin,DDInter1773,Tesamorelin,Moderate
DDInter1826,Tolazamide,DDInter1773,Tesamorelin,Moderate
DDInter1828,Tolbutamide,DDInter1773,Tesamorelin,Moderate
DDInter1881,Troglitazone,DDInter1773,Tesamorelin,Moderate
DDInter1800,Thyrotropin alfa,DDInter16,Acetohexamide,Moderate
DDInter1800,Thyrotropin alfa,DDInter669,Ertugliflozin,Moderate
DDInter1800,Thyrotropin alfa,DDInter706,Exenatide,Moderate
DDInter1800,Thyrotropin alfa,DDInter826,Glipizide,Moderate
DDInter1800,Thyrotropin alfa,DDInter831,Glyburide,Moderate
DDInter1800,Thyrotropin alfa,DDInter934,Insulin human,Moderate
DDInter1800,Thyrotropin alfa,DDInter929,Insulin aspart (aspart),Moderate
DDInter1800,Thyrotropin alfa,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter1800,Thyrotropin alfa,DDInter930,Insulin degludec,Moderate
DDInter1800,Thyrotropin alfa,DDInter931,Insulin detemir,Moderate
DDInter1800,Thyrotropin alfa,DDInter932,Insulin glargine,Moderate
DDInter1800,Thyrotropin alfa,DDInter933,Insulin glulisine,Moderate
DDInter1800,Thyrotropin alfa,DDInter935,"Insulin human (inhalation, rapid acting)",Moderate
DDInter1800,Thyrotropin alfa,DDInter936,Insulin human (isophane),Moderate
DDInter1800,Thyrotropin alfa,DDInter940,Insulin lispro,Moderate
DDInter1800,Thyrotropin alfa,DDInter941,Insulin lispro (protamine),Moderate
DDInter1800,Thyrotropin alfa,DDInter937,Insulin human (regular),Moderate
DDInter1800,Thyrotropin alfa,DDInter939,Insulin human (zinc),Moderate
DDInter1800,Thyrotropin alfa,DDInter938,Insulin human (zinc extended),Moderate
DDInter1800,Thyrotropin alfa,DDInter1007,Ketamine,Moderate
DDInter1800,Thyrotropin alfa,DDInter1070,Linagliptin,Moderate
DDInter1800,Thyrotropin alfa,DDInter1077,Liraglutide,Moderate
DDInter1800,Thyrotropin alfa,DDInter1082,Lixisenatide,Moderate
DDInter1800,Thyrotropin alfa,DDInter1217,Miglitol,Moderate
DDInter1800,Thyrotropin alfa,DDInter1269,Nateglinide,Moderate
DDInter1800,Thyrotropin alfa,DDInter1472,Pioglitazone,Moderate
DDInter1800,Thyrotropin alfa,DDInter1506,Pramlintide,Moderate
DDInter1800,Thyrotropin alfa,DDInter1581,Repaglinide,Moderate
DDInter1800,Thyrotropin alfa,DDInter1621,Rosiglitazone,Moderate
DDInter1800,Thyrotropin alfa,DDInter1679,Sitagliptin,Moderate
DDInter1800,Thyrotropin alfa,DDInter1826,Tolazamide,Moderate
DDInter1800,Thyrotropin alfa,DDInter1828,Tolbutamide,Moderate
DDInter1800,Thyrotropin alfa,DDInter1881,Troglitazone,Moderate
DDInter1331,Olodaterol,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1331,Olodaterol,Moderate
DDInter1398,Pasireotide,DDInter1331,Olodaterol,Moderate
DDInter807,Ganirelix,DDInter1880,Triptorelin,Moderate
DDInter1880,Triptorelin,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1880,Triptorelin,Moderate
DDInter1398,Pasireotide,DDInter1880,Triptorelin,Major
DDInter195,Betamethasone,DDInter1934,Vilanterol,Minor
DDInter445,Corticotropin,DDInter1934,Vilanterol,Minor
DDInter1782,Tetracosactide,DDInter1934,Vilanterol,Minor
DDInter513,Dexamethasone,DDInter1934,Vilanterol,Minor
DDInter747,Fludrocortisone,DDInter1934,Vilanterol,Minor
DDInter885,Hydrocortisone,DDInter1934,Vilanterol,Minor
DDInter1191,Methylprednisolone,DDInter1934,Vilanterol,Minor
DDInter1934,Vilanterol,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1934,Vilanterol,Moderate
DDInter1398,Pasireotide,DDInter1934,Vilanterol,Moderate
DDInter1513,Prednisolone,DDInter1934,Vilanterol,Minor
DDInter1515,Prednisone,DDInter1934,Vilanterol,Minor
DDInter1855,Triamcinolone,DDInter1934,Vilanterol,Minor
DDInter1191,Methylprednisolone,DDInter1963,Zinc acetate,Minor
DDInter1513,Prednisolone,DDInter1963,Zinc acetate,Minor
DDInter1515,Prednisone,DDInter1963,Zinc acetate,Minor
DDInter927,Inotuzumab ozogamicin,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter927,Inotuzumab ozogamicin,Moderate
DDInter927,Inotuzumab ozogamicin,DDInter1398,Pasireotide,Major
DDInter516,Dexamethasone (topical),DDInter929,Insulin aspart (aspart),Minor
DDInter747,Fludrocortisone,DDInter929,Insulin aspart (aspart),Moderate
DDInter929,Insulin aspart (aspart),DDInter1021,Lanreotide,Moderate
DDInter929,Insulin aspart (aspart),DDInter1132,Mecasermin rinfabate,Moderate
DDInter1191,Methylprednisolone,DDInter929,Insulin aspart (aspart),Moderate
DDInter1192,Methylprednisolone (topical),DDInter929,Insulin aspart (aspart),Minor
DDInter1323,Octreotide,DDInter929,Insulin aspart (aspart),Moderate
DDInter929,Insulin aspart (aspart),DDInter1398,Pasireotide,Moderate
DDInter929,Insulin aspart (aspart),DDInter1501,Potassium perchlorate,Minor
DDInter1513,Prednisolone,DDInter929,Insulin aspart (aspart),Moderate
DDInter1515,Prednisone,DDInter929,Insulin aspart (aspart),Moderate
DDInter1661,Sermorelin,DDInter929,Insulin aspart (aspart),Moderate
DDInter929,Insulin aspart (aspart),DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter929,Insulin aspart (aspart),Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter929,Insulin aspart (aspart),Moderate
DDInter516,Dexamethasone (topical),DDInter930,Insulin degludec,Minor
DDInter747,Fludrocortisone,DDInter930,Insulin degludec,Moderate
DDInter1021,Lanreotide,DDInter930,Insulin degludec,Moderate
DDInter930,Insulin degludec,DDInter1132,Mecasermin rinfabate,Moderate
DDInter1191,Methylprednisolone,DDInter930,Insulin degludec,Moderate
DDInter1192,Methylprednisolone (topical),DDInter930,Insulin degludec,Minor
DDInter1323,Octreotide,DDInter930,Insulin degludec,Moderate
DDInter1398,Pasireotide,DDInter930,Insulin degludec,Moderate
DDInter1501,Potassium perchlorate,DDInter930,Insulin degludec,Minor
DDInter1513,Prednisolone,DDInter930,Insulin degludec,Moderate
DDInter1515,Prednisone,DDInter930,Insulin degludec,Moderate
DDInter1661,Sermorelin,DDInter930,Insulin degludec,Moderate
DDInter1700,Somatrem,DDInter930,Insulin degludec,Moderate
DDInter1699,Somatotropin,DDInter930,Insulin degludec,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter930,Insulin degludec,Moderate
DDInter1191,Methylprednisolone,DDInter1077,Liraglutide,Moderate
DDInter1513,Prednisolone,DDInter1077,Liraglutide,Moderate
DDInter1699,Somatotropin,DDInter1077,Liraglutide,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter1077,Liraglutide,Moderate
DDInter516,Dexamethasone (topical),DDInter931,Insulin detemir,Minor
DDInter747,Fludrocortisone,DDInter931,Insulin detemir,Moderate
DDInter931,Insulin detemir,DDInter1021,Lanreotide,Moderate
DDInter931,Insulin detemir,DDInter1132,Mecasermin rinfabate,Moderate
DDInter1191,Methylprednisolone,DDInter931,Insulin detemir,Moderate
DDInter1192,Methylprednisolone (topical),DDInter931,Insulin detemir,Minor
DDInter1323,Octreotide,DDInter931,Insulin detemir,Moderate
DDInter931,Insulin detemir,DDInter1398,Pasireotide,Moderate
DDInter931,Insulin detemir,DDInter1501,Potassium perchlorate,Minor
DDInter1513,Prednisolone,DDInter931,Insulin detemir,Moderate
DDInter1515,Prednisone,DDInter931,Insulin detemir,Moderate
DDInter1661,Sermorelin,DDInter931,Insulin detemir,Moderate
DDInter931,Insulin detemir,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter931,Insulin detemir,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter516,Dexamethasone (topical),Minor
DDInter932,Insulin glargine,DDInter747,Fludrocortisone,Moderate
DDInter932,Insulin glargine,DDInter1021,Lanreotide,Moderate
DDInter932,Insulin glargine,DDInter1132,Mecasermin rinfabate,Moderate
DDInter932,Insulin glargine,DDInter1191,Methylprednisolone,Moderate
DDInter932,Insulin glargine,DDInter1192,Methylprednisolone (topical),Minor
DDInter932,Insulin glargine,DDInter1323,Octreotide,Moderate
DDInter932,Insulin glargine,DDInter1398,Pasireotide,Moderate
DDInter932,Insulin glargine,DDInter1501,Potassium perchlorate,Minor
DDInter932,Insulin glargine,DDInter1513,Prednisolone,Moderate
DDInter932,Insulin glargine,DDInter1515,Prednisone,Moderate
DDInter1661,Sermorelin,DDInter932,Insulin glargine,Moderate
DDInter932,Insulin glargine,DDInter1700,Somatrem,Moderate
DDInter932,Insulin glargine,DDInter1699,Somatotropin,Moderate
DDInter932,Insulin glargine,DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter747,Fludrocortisone,DDInter1082,Lixisenatide,Moderate
DDInter1661,Sermorelin,DDInter1082,Lixisenatide,Moderate
DDInter1700,Somatrem,DDInter1082,Lixisenatide,Moderate
DDInter516,Dexamethasone (topical),DDInter933,Insulin glulisine,Minor
DDInter747,Fludrocortisone,DDInter933,Insulin glulisine,Moderate
DDInter933,Insulin glulisine,DDInter1021,Lanreotide,Moderate
DDInter933,Insulin glulisine,DDInter1132,Mecasermin rinfabate,Moderate
DDInter1191,Methylprednisolone,DDInter933,Insulin glulisine,Moderate
DDInter1192,Methylprednisolone (topical),DDInter933,Insulin glulisine,Minor
DDInter1323,Octreotide,DDInter933,Insulin glulisine,Moderate
DDInter933,Insulin glulisine,DDInter1398,Pasireotide,Moderate
DDInter933,Insulin glulisine,DDInter1501,Potassium perchlorate,Minor
DDInter1513,Prednisolone,DDInter933,Insulin glulisine,Moderate
DDInter1515,Prednisone,DDInter933,Insulin glulisine,Moderate
DDInter1661,Sermorelin,DDInter933,Insulin glulisine,Moderate
DDInter933,Insulin glulisine,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter933,Insulin glulisine,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter933,Insulin glulisine,Moderate
DDInter936,Insulin human (isophane),DDInter516,Dexamethasone (topical),Minor
DDInter936,Insulin human (isophane),DDInter747,Fludrocortisone,Moderate
DDInter936,Insulin human (isophane),DDInter1021,Lanreotide,Moderate
DDInter936,Insulin human (isophane),DDInter1132,Mecasermin rinfabate,Moderate
DDInter936,Insulin human (isophane),DDInter1191,Methylprednisolone,Moderate
DDInter936,Insulin human (isophane),DDInter1192,Methylprednisolone (topical),Minor
DDInter936,Insulin human (isophane),DDInter1323,Octreotide,Moderate
DDInter936,Insulin human (isophane),DDInter1398,Pasireotide,Moderate
DDInter936,Insulin human (isophane),DDInter1501,Potassium perchlorate,Minor
DDInter936,Insulin human (isophane),DDInter1513,Prednisolone,Moderate
DDInter936,Insulin human (isophane),DDInter1515,Prednisone,Moderate
DDInter1661,Sermorelin,DDInter936,Insulin human (isophane),Moderate
DDInter936,Insulin human (isophane),DDInter1700,Somatrem,Moderate
DDInter936,Insulin human (isophane),DDInter1699,Somatotropin,Moderate
DDInter936,Insulin human (isophane),DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter937,Insulin human (regular),DDInter516,Dexamethasone (topical),Minor
DDInter937,Insulin human (regular),DDInter1021,Lanreotide,Moderate
DDInter937,Insulin human (regular),DDInter1132,Mecasermin rinfabate,Moderate
DDInter937,Insulin human (regular),DDInter1398,Pasireotide,Moderate
DDInter937,Insulin human (regular),DDInter1513,Prednisolone,Moderate
DDInter937,Insulin human (regular),DDInter1515,Prednisone,Moderate
DDInter1661,Sermorelin,DDInter937,Insulin human (regular),Moderate
DDInter937,Insulin human (regular),DDInter1700,Somatrem,Moderate
DDInter937,Insulin human (regular),DDInter1699,Somatotropin,Moderate
DDInter937,Insulin human (regular),DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter516,Dexamethasone (topical),Minor
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter747,Fludrocortisone,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1021,Lanreotide,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1132,Mecasermin rinfabate,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1191,Methylprednisolone,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1192,Methylprednisolone (topical),Minor
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1323,Octreotide,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1398,Pasireotide,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1501,Potassium perchlorate,Minor
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1513,Prednisolone,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1515,Prednisone,Moderate
DDInter1661,Sermorelin,DDInter935,"Insulin human (inhalation, rapid acting)",Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1700,Somatrem,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1699,Somatotropin,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter937,Insulin human (regular),DDInter747,Fludrocortisone,Moderate
DDInter937,Insulin human (regular),DDInter1191,Methylprednisolone,Moderate
DDInter937,Insulin human (regular),DDInter1192,Methylprednisolone (topical),Minor
DDInter937,Insulin human (regular),DDInter1323,Octreotide,Moderate
DDInter937,Insulin human (regular),DDInter1501,Potassium perchlorate,Minor
DDInter947,Interferon beta-1a,DDInter1170,Methimazole,Moderate
DDInter947,Interferon beta-1a,DDInter1398,Pasireotide,Moderate
DDInter947,Interferon beta-1a,DDInter1541,Propylthiouracil,Moderate
DDInter948,Interferon beta-1b,DDInter1170,Methimazole,Moderate
DDInter948,Interferon beta-1b,DDInter1398,Pasireotide,Moderate
DDInter948,Interferon beta-1b,DDInter1541,Propylthiouracil,Moderate
DDInter747,Fludrocortisone,DDInter1381,Paliperidone,Moderate
DDInter1381,Paliperidone,DDInter1351,Osilodrostat,Moderate
DDInter1375,Oxytocin,DDInter1381,Paliperidone,Moderate
DDInter1381,Paliperidone,DDInter1398,Pasireotide,Major
DDInter1640,Saquinavir,DDInter514,Dexamethasone (nasal),Moderate
DDInter747,Fludrocortisone,DDInter1640,Saquinavir,Moderate
DDInter1191,Methylprednisolone,DDInter1640,Saquinavir,Major
DDInter1640,Saquinavir,DDInter1351,Osilodrostat,Major
DDInter1375,Oxytocin,DDInter1640,Saquinavir,Major
DDInter1640,Saquinavir,DDInter1398,Pasireotide,Major
DDInter1513,Prednisolone,DDInter1640,Saquinavir,Moderate
DDInter1515,Prednisone,DDInter1640,Saquinavir,Moderate
DDInter1640,Saquinavir,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter1640,Saquinavir,Moderate
DDInter1856,Triamcinolone (nasal),DDInter1640,Saquinavir,Moderate
DDInter1857,Triamcinolone (ophthalmic),DDInter1640,Saquinavir,Moderate
DDInter1191,Methylprednisolone,DDInter969,Ipilimumab,Moderate
DDInter1513,Prednisolone,DDInter969,Ipilimumab,Moderate
DDInter1515,Prednisone,DDInter969,Ipilimumab,Moderate
DDInter973,Irinotecan,DDInter1351,Osilodrostat,Moderate
DDInter973,Irinotecan,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter973,Irinotecan,Moderate
DDInter747,Fludrocortisone,DDInter980,Isavuconazonium,Moderate
DDInter1191,Methylprednisolone,DDInter980,Isavuconazonium,Moderate
DDInter980,Isavuconazonium,DDInter1351,Osilodrostat,Moderate
